"","53ea7f0500e5790843000001","53ec1ba3adfd950841000000","53ecff906ce61cfb2e000004","53ed01cceab72a9241000000","53ed5839a9a0b1572a000000","53f12e1eee140fba78000001","53f29bcb6ce61ce921000000","53f330abee140fd373000003","53f37f54a9a0b13220000001","53f3c020eab72a0d71000002"
"R. H., 49090",0,0,1,0,0,0,0,0,0,0
"K. D., 48198",0,0,1,0,0,1,0,0,0,0
"O. C., 20151",0,0,1,0,0,0,0,0,0,0
"H. S., 23060",0,0,1,0,0,1,0,0,0,0
"E. S., 19148",0,0,1,0,0,0,0,0,0,0
"R. W., 31005",0,0,1,0,0,0,0,0,0,0
"M. R., 30152",0,0,1,0,0,1,0,0,0,0
"M. C., 63701",0,0,1,0,0,0,0,0,0,0
"M. R., 87111",0,0,1,0,0,0,0,0,0,0
"C. C., 77520",0,0,1,0,0,0,0,0,0,1
"M. H., 14522",0,0,1,1,0,0,0,0,0,0
"A. N., 37040",0,0,1,0,0,0,0,0,0,0
"M. F., 90062",0,0,1,0,0,0,0,0,0,0
"M. H., 53538",0,0,1,0,0,0,0,0,0,0
"L. H., 64119",0,0,1,0,0,0,0,0,0,1
"D. C., 92101",0,0,1,0,0,0,0,0,0,0
"R. C., 43140",0,0,1,0,0,0,0,0,0,0
"T. W., 02721",0,0,1,0,0,0,0,0,0,0
"J. F., 53402",0,0,1,0,0,0,0,0,0,0
"J. H., 92071",0,0,1,0,1,0,0,1,0,0
"G. E., 97006",0,0,1,0,0,0,0,0,0,0
"J. L., 61107",0,0,1,0,0,0,0,0,0,0
"M. M., 98208",0,0,1,0,0,0,0,0,0,0
"J. R., 35601",0,0,1,0,0,0,0,0,0,0
"M. B., 97217",0,0,1,0,0,1,0,0,0,1
"S. D., 06854",0,0,1,0,0,0,0,0,0,0
"A. A., 75701",0,0,1,0,0,0,0,0,0,0
"R. B., 13324",0,0,1,0,1,1,0,0,1,1
"D. A., 78722",0,0,1,0,0,0,0,0,0,0
"B. R., 29078",0,0,1,0,0,0,0,0,0,0
"D. E., 10023",0,0,1,0,0,0,0,0,0,0
"J. C., 92335",0,0,1,0,0,0,0,0,0,1
"Q. S., 78745",0,0,1,0,0,0,0,0,0,0
"J. C., 60169",0,0,1,0,0,0,0,0,0,0
"J. K., 22572",0,0,1,0,0,0,0,0,0,0
"M. O., 92780",0,0,1,0,0,0,0,0,0,1
"S. K., 74554",0,0,1,0,0,0,0,0,0,0
"B. B., 21701",0,0,1,0,0,0,0,0,0,0
"J. T., 36561",0,0,1,0,0,0,0,0,0,0
"C. B., 17603",0,0,1,0,0,0,0,0,0,0
"E. L., 27017",0,0,1,0,0,0,0,0,0,0
"B. F., 48079",0,0,1,0,0,0,0,0,0,0
"R. C., 60563",0,0,1,1,0,1,0,0,0,0
"M. T., 53703",0,0,1,0,0,0,0,0,0,0
"J. R., 33853",0,0,1,0,1,0,0,0,0,1
"S. S., 98026",0,0,1,0,0,0,0,0,0,0
"A. G., 05403",0,0,1,0,0,0,0,0,0,0
"M. C., 89014",0,0,1,0,0,0,0,0,0,0
"K. F., 98374",0,0,1,0,0,0,0,0,0,0
"J. P., 21223",0,0,1,0,0,0,0,0,0,0
"G. I., 07040",0,0,1,0,0,0,0,0,0,0
"D. M., 96041",0,0,1,0,0,0,0,0,0,0
"A. D., 972221274",0,0,1,0,0,0,0,0,0,0
"A. N., 11432-2837",0,0,1,0,0,0,0,0,0,0
"D. P., 52730",0,0,1,0,0,0,0,0,0,0
"K. S., 47567",0,0,1,0,1,0,0,0,0,1
"R. H., 85361",0,0,1,0,0,0,0,0,0,0
"J. M., 60047",0,0,1,0,0,1,0,0,0,0
"S. A., 25801",0,0,1,0,0,0,0,0,0,0
"A. B., 11563",0,0,1,0,0,0,0,0,0,0
"A. Z., 14603",0,0,1,0,0,0,0,0,0,1
"A. A., 65804",0,0,1,0,0,0,0,0,0,0
"T. B., 43015",0,0,1,0,0,0,0,0,0,0
"S. A., 94805",0,0,1,0,0,0,0,0,0,0
"P. C., 34145",0,0,1,0,0,0,0,0,0,0
"J. S., 74554",0,0,1,0,0,0,0,0,1,0
"A. G., 27597",0,0,1,0,0,0,0,0,0,1
"S. K., 20851",0,0,1,0,0,0,0,0,0,0
"B. J., 52556",0,0,1,0,0,0,0,0,0,0
"C. C., 44221",0,0,1,0,0,0,0,0,0,0
"M. E., 72921",0,0,1,0,0,0,0,0,0,0
"J. F., 63011",0,0,1,0,1,0,0,0,0,1
"H. Z., 90044",0,0,1,0,1,0,0,0,0,0
"J. A., 85297",0,0,1,0,0,0,0,0,0,0
"A. K., 74464",0,0,1,0,0,0,0,0,0,0
"J. C., 55407",0,0,1,0,0,0,0,0,0,0
"F. B., 18444",0,0,1,0,1,0,0,0,0,0
"J. W., 03242",0,0,1,0,0,0,0,0,0,0
"H. K., 01773",0,0,1,0,0,0,0,0,0,0
"R. G., 97457",0,0,1,0,0,0,0,0,0,0
"J. S., 93621",0,0,1,0,0,0,0,0,0,0
"G. G., 97148",0,0,1,0,0,0,0,0,0,0
"P. G., 54001",0,0,1,0,0,0,0,0,0,0
"P. F., 15144",0,0,1,0,0,0,0,0,0,1
"L. S., 87507 ",0,0,1,0,0,0,0,0,0,0
"D. R., 21218",0,0,1,0,0,0,0,0,0,0
"W. M., 06880",0,0,1,0,0,0,0,0,0,0
"C. B., 64801",0,0,1,0,0,0,0,0,0,0
"F. C., 10463",0,0,1,0,0,0,0,0,0,0
"E. M., 06605",0,0,1,0,1,0,0,0,0,0
"D. G., 31903",0,0,1,0,0,0,0,0,0,0
"F. W., 02180",0,0,1,0,0,0,0,0,0,0
"T. D., 96821",0,0,1,0,0,0,0,0,0,0
"M. D., 97016",0,0,1,0,0,0,0,0,0,0
"M. C., 92101",0,0,1,0,0,0,0,0,0,0
"L. M., 64124",0,0,1,0,0,0,0,0,0,0
"S. L., 46217",0,0,1,0,0,0,0,0,0,0
"S. D., 44023",0,0,1,0,0,0,0,0,0,0
"D. A., 08049",0,0,1,0,0,0,0,0,0,0
"H. W., 02144-2748",0,0,1,0,0,0,0,0,0,0
"M. P., 85747",0,0,1,0,0,0,0,0,0,0
"S. P., 61520",0,0,1,0,0,0,0,0,0,1
"N. E., 24522",0,0,1,0,0,0,0,0,0,0
"I. A., 53703",0,0,1,0,0,0,0,0,0,0
"K. T., 63034",0,0,1,0,1,0,0,0,0,0
"J. O., 33598",0,0,1,0,0,0,0,0,1,0
"J. C., 37876",0,0,1,0,0,0,0,0,0,0
"A. P., 44109",0,0,1,0,0,0,0,0,0,0
"D. W., 98118",0,0,1,0,0,0,0,0,0,0
"A. B., 53711",0,0,1,0,0,0,0,0,0,0
"D. S., 04048",0,0,1,0,0,0,0,0,0,0
"R. P., 62207",0,0,1,1,0,0,0,0,0,0
"A. M., 24060",0,0,1,0,0,0,0,0,0,0
"D. K., 65802-5211",0,0,1,0,0,0,0,0,0,0
"L. P., 10463",0,0,1,0,0,0,0,0,0,0
"L. R., 90405",0,0,1,0,0,0,0,0,0,0
"S. H., 90036",0,0,1,0,0,0,0,0,0,0
"S. M., 30316",0,0,1,0,0,0,0,0,0,0
"M. R., 06795",0,0,1,0,0,0,0,0,0,0
"L. M., 95422",0,0,1,0,0,0,0,0,0,0
"S. P., 94901",0,0,1,0,0,0,0,0,0,0
"M. B., 06825",0,0,1,0,1,1,0,0,0,1
"T. B., 14424",0,0,1,0,0,0,0,0,0,0
"D. F., 92026",0,0,1,0,0,0,0,0,0,1
"C. M., 06880",0,0,1,0,0,0,0,0,0,0
"J. W., 98236",0,0,1,0,0,0,0,0,0,0
"C. M., 97225",0,0,1,0,0,0,0,0,0,0
"J. W., 32878",0,0,1,0,0,0,0,0,0,0
"R. L., 23451",0,0,1,0,0,0,0,0,0,0
"L. H., 97219",0,0,1,0,1,0,0,0,0,1
"L. T., 92110",0,0,1,0,0,0,0,0,0,0
"C. L., 94109",0,0,1,0,0,0,0,0,0,0
"M. W., 53719",0,0,1,0,0,0,0,0,0,0
"T. K., 25244",0,0,1,0,0,0,0,0,0,0
"J. H., 35953",0,0,1,0,0,1,0,1,0,0
"B. E., 20707",0,0,1,0,0,0,0,0,0,0
"T. B., 95404",0,0,1,0,0,0,0,0,0,0
"A. P., 60625",0,0,1,0,0,0,0,0,0,0
"P. M., 53703",0,0,1,0,0,0,0,0,0,0
"E. G., 53204",0,0,1,0,0,0,0,0,0,0
"A. E., 27101",0,0,1,0,0,1,0,0,1,0
"D. D., 34691",0,0,1,0,0,0,0,0,0,0
"J. F., 22312",0,0,1,0,0,0,0,0,0,0
"D. I., 32811",0,0,1,0,0,0,0,0,0,0
"D. M., 53219",0,0,1,0,0,0,0,0,0,0
"B. M., 29678",0,0,1,0,0,0,0,0,0,0
"R. B., 66071",0,0,1,0,0,0,0,0,0,0
"A. S., 53022",0,0,1,0,0,0,0,0,0,0
"M. P., 43026",0,0,1,0,0,1,0,0,0,0
"F. D., 94709",0,0,1,0,1,0,0,0,0,0
"K. C., 95060",0,0,1,0,0,0,0,0,0,0
"H. D., 97202",0,0,1,0,0,0,0,0,0,0
"T. P., 95050",0,0,1,0,0,0,0,0,0,0
"J. H., 66614",0,0,1,0,0,0,0,0,0,0
"S. S., 65101",0,0,1,0,0,0,0,0,0,0
"C. W., 77379",0,0,1,0,0,0,0,0,0,0
"B. R., 75228",0,0,1,0,0,0,0,0,0,0
"E. D., 96818",0,0,1,0,0,0,0,0,0,1
"L. M., 78245",0,0,1,0,1,0,0,0,0,1
"K. Y., 10456",0,0,1,0,0,0,0,0,0,0
"G. B., 33415-2663",0,0,1,0,0,0,0,0,0,0
"N. R., 55103",0,0,1,0,0,0,0,0,0,0
"I. B., 75028",0,0,1,0,0,0,0,0,0,0
"J. D., 01355",0,0,1,0,0,0,0,0,0,0
"D. D., 85346",0,0,1,0,0,0,0,0,0,0
"J. H., 21804",0,0,1,0,0,0,0,0,0,0
"J. J., 20018",0,0,1,0,0,1,0,0,0,0
"J. B., 10022",0,0,1,0,0,0,0,0,0,0
"M. T., 93535",0,0,1,0,0,0,0,0,0,0
"J. L., 97225",0,0,1,0,0,0,0,0,0,0
"A. F., 28714",0,0,1,0,0,0,0,0,0,0
"P. S., 68134",0,0,1,0,0,0,0,0,0,0
"K. C., 94561",0,0,1,0,0,0,0,0,0,0
"E. H., 95521",0,0,1,0,0,0,0,0,0,0
"K. C., 32762",0,0,1,0,0,0,0,0,0,0
"A. C., 97402",0,0,1,0,0,0,0,0,0,0
"G. K., 97218",0,0,1,0,0,0,0,0,0,0
"H. M., 48001",0,0,1,1,0,1,0,0,0,0
"R. R., 35806",0,0,1,0,0,0,0,0,1,0
"J. H., 02127",0,0,1,0,0,0,0,0,0,0
"K. W., 38107",0,0,1,0,0,0,0,0,0,0
"B. T., 32080",0,0,1,0,0,0,0,0,0,0
"D. D., 37716",0,0,1,0,1,1,0,0,0,0
"M. J., 98258",0,0,1,0,0,0,0,0,0,0
"B. B., 10458",0,0,1,0,1,0,0,0,0,1
"J. B., 15311",0,0,1,0,0,0,0,0,0,0
"J. B., 94123",0,0,1,0,0,0,0,0,0,0
"J. P., 53703",0,0,1,0,0,0,0,0,0,0
"D. O., 68131",0,0,1,0,0,0,0,0,0,0
"A. B., 21012",0,0,1,0,0,0,0,0,0,0
"M. J., 43130",0,0,1,0,0,0,0,0,0,0
"S. K., 23452",0,0,1,0,0,0,0,0,0,0
"A. E., 22314-1673",0,0,1,0,1,1,0,0,1,1
"J. H., 86314",0,0,1,0,0,0,0,0,0,0
"O. G., 80203",0,0,1,0,0,0,0,0,0,0
"D. G., 78758",0,0,1,0,0,0,0,0,0,0
"M. G., 85016",0,0,1,0,1,0,0,0,0,0
"R. L., 90232",0,0,1,0,0,0,0,0,0,0
"M. T., 01240",0,0,1,0,0,0,0,0,0,0
"J. S., 11772",0,0,1,0,0,0,0,0,0,0
"Q. G., 66067",0,0,1,0,0,0,0,0,0,0
"R. H., 32503",0,0,1,0,0,0,0,0,0,0
"A. M., 33142",0,0,1,0,0,0,0,0,0,0
"D. H., 85233",0,0,1,0,0,0,0,0,0,0
"K. L., 08830",0,0,1,0,0,0,0,0,0,1
"M. R., 46229",0,0,1,0,1,0,0,0,0,0
"D. W., 04105",0,0,1,0,1,0,1,0,0,0
"C. C., 98011",0,0,1,0,0,0,0,0,0,1
"D. B., 14225",0,0,1,0,0,0,0,0,0,0
"M. F., 53217",0,0,1,0,0,0,0,0,0,0
"J. K., 73160",0,0,1,0,0,0,0,0,0,0
"J. H., 17401",0,0,1,0,0,0,0,0,0,0
"B. G., 92129",0,0,1,0,0,0,0,0,0,0
"G. B., 83442",0,0,1,0,0,0,0,0,0,0
"R. C., 33190",0,0,1,0,0,0,0,0,0,0
"M. S., 88220",0,0,1,0,0,0,0,0,0,0
"H. H., 28312",0,0,1,0,0,0,0,0,0,0
"A. H., 31833",0,0,1,0,1,0,0,0,0,0
"R. G., 72714",0,0,1,0,0,0,0,0,0,0
"J. M., 33615",0,0,1,0,0,1,0,0,0,1
"C. M., 80903",0,0,1,0,0,1,0,0,0,0
"F. K., 02568",0,0,1,0,0,0,0,0,0,0
"J. M., 49128",0,0,1,0,0,0,0,0,0,1
"M. S., 97006",0,0,1,0,0,0,0,0,0,0
"L. B., 89183",0,0,1,0,0,1,0,0,0,0
"J. B., 98103",0,0,1,0,0,1,0,0,0,1
"B. W., 89129",0,0,1,0,0,0,0,0,0,0
"R. M., 32763",0,0,1,0,0,0,0,0,0,0
"L. S., 92025",0,0,1,0,0,0,0,0,0,0
"D. P., 22556",0,0,1,0,0,0,0,0,0,0
"C. R., 80229",0,0,1,0,0,0,0,0,0,0
"V. F., 90017",0,0,1,0,0,0,0,0,0,0
"C. C., 85009",0,0,1,0,0,0,0,0,0,0
"A. L., 60614",0,0,1,0,0,0,0,0,0,1
"S. B., 14217",0,0,1,0,0,0,0,0,0,0
"B. R., 97210",0,0,1,0,0,0,0,0,0,0
"S. B., 85202",0,0,1,0,0,0,0,0,0,0
"J. S., 75074",0,0,1,0,0,0,0,0,0,0
"J. L., 33406",0,0,1,0,0,0,0,0,0,0
"M. A., 15201",0,0,1,0,0,1,0,0,0,0
"M. H., 01844",0,0,1,0,0,0,0,0,0,1
"N. K., 91301",0,0,1,0,0,0,0,0,0,0
"S. A., 33037-2916",0,0,1,0,1,1,0,0,0,1
"B. T., 54520",0,0,1,0,0,0,0,0,0,0
"L. S., 53703",0,0,1,0,0,0,0,0,0,0
"O. R., 63139",0,0,1,0,0,0,0,0,0,0
"E. R., 11374",0,0,1,0,0,0,0,0,0,0
"G. I., 98501",0,0,1,0,0,0,0,0,0,0
"A. M., 72703",0,0,1,0,0,0,0,0,0,0
"J. H., 48185",0,0,1,0,0,0,0,0,0,0
"S. S., 98043",0,0,1,0,0,0,0,0,0,0
"V. S., 33559",0,0,1,0,0,0,0,0,0,0
"J. M., 45409",0,0,1,0,0,0,0,0,0,0
"D. M., 92869",0,0,1,0,0,0,0,0,0,0
"E. L., 08540",0,0,1,0,0,0,0,0,0,0
"A. F., 33455",0,0,1,0,0,0,0,0,0,0
"H. G., 53703",0,0,1,0,0,0,0,0,0,0
"M. L., 11763",0,0,1,0,0,0,0,0,0,0
"J. R., 02359",0,0,1,0,1,1,0,0,0,1
"K. H., 55422",0,0,1,1,0,0,0,0,0,0
"T. E., 65806",0,0,1,0,0,0,0,0,0,0
"F. E., 23692",0,0,1,0,0,0,0,0,0,1
"D. G., 13662",0,0,1,0,0,0,0,0,0,0
"G. G., 65401",0,0,1,0,0,0,0,0,0,0
"M. M., 61107",0,0,1,0,0,0,0,0,0,0
"A. C., 74136",0,0,1,0,0,0,0,0,0,0
"G. B., 95726",0,0,1,0,0,0,0,0,0,0
"E. C., 38114",0,0,1,0,0,0,0,0,0,0
"T. C., 20018",0,0,1,0,0,0,0,0,0,0
"R. J., 10023",0,0,1,0,0,0,0,0,0,0
"S. M., 64108",0,0,1,0,0,0,0,0,0,0
"A. N., 15213",0,0,1,0,0,0,0,0,0,0
"R. H., 74112",0,0,1,0,0,0,0,0,0,0
"B. M., 45885",0,0,1,0,0,0,0,0,0,0
"J. C., 33853",0,0,1,0,0,0,0,0,1,0
"R. C., 06002",0,0,1,0,0,0,0,0,0,0
"J. J., 94131",0,0,1,0,0,0,0,0,0,0
"S. B., 06013",0,0,1,0,0,0,0,0,0,0
"J. C., 97202",0,0,1,0,0,0,0,0,0,0
"D. Y., 92040",0,0,1,0,0,0,0,1,0,0
"S. A., 94549",0,0,1,0,0,0,0,0,0,0
"J. D., 78577",0,0,1,0,0,0,0,0,0,0
"R. C., 19808",0,0,1,0,1,0,0,0,0,1
"C. P., 37206",0,0,1,0,0,0,0,0,0,0
"S. W., 92243",0,0,1,0,0,0,0,0,0,0
"A. G., 32246",0,0,1,0,0,1,0,0,0,0
"D. K., 01089",0,0,1,0,1,1,0,0,0,0
"T. F., 21218",0,0,1,0,0,0,0,0,0,0
"J. H., 78727",0,0,1,0,0,0,0,0,0,0
"M. L., 54703",0,0,1,0,0,0,0,0,0,0
"J. T., 94611",0,0,1,0,0,0,0,0,0,0
"B. L., 49106",0,0,1,0,0,0,0,0,0,0
"W. D., 07002",0,0,1,0,0,0,0,0,0,0
"M. O., 32309",0,0,1,0,1,0,0,0,0,0
"J. W., DY3 1QR",0,0,1,0,0,0,0,0,0,0
"P. L., 22947",0,0,1,0,0,0,0,0,0,0
"S. T., 21244",0,0,1,0,0,0,0,0,1,0
"A. G., 55328",0,0,1,0,0,0,0,0,0,1
"D. C., 94550",0,0,1,0,0,0,0,0,0,0
"S. G., 90806",0,0,1,0,0,0,0,0,0,0
"J. E., 01240",0,0,1,0,0,0,0,0,0,0
"C. W., 86336",0,0,1,0,0,0,0,0,0,0
"W. P., 68108",0,0,1,0,0,0,0,0,1,0
"S. U., 33141",0,0,1,0,0,0,0,0,0,0
"L. H., 93560",0,0,1,0,0,0,0,0,0,0
"M. G., 75043",0,0,1,0,0,0,0,0,0,0
"D. H., 44646",0,0,1,0,0,0,0,0,0,0
"C. J., 30309",0,0,1,0,1,1,0,0,0,1
"F. R., 90210",0,0,1,1,0,1,0,0,0,0
"L. M., 92691",0,0,1,0,0,0,0,0,0,0
"S. T., 94065",0,0,1,0,0,0,0,0,0,0
"R. R., 65041",0,0,1,0,0,0,0,0,0,0
"J. L., 77401",0,0,1,0,0,1,0,0,0,0
"J. K., 41005",0,0,1,0,0,0,0,0,0,0
"M. F., 06260",0,0,1,0,0,0,0,0,0,0
"S. R., 38555",0,0,1,0,0,0,0,0,0,0
"L. R., 63108",0,0,1,0,0,0,0,0,0,0
"K. O., 93631",0,0,1,0,0,0,0,0,0,0
"G. R., 44833",0,0,1,0,0,0,0,0,0,0
"M. G., 19081",0,0,1,0,0,0,0,0,0,0
"B. F., 02861",0,0,1,0,0,0,0,0,0,0
"J. C., 84128",0,0,1,0,0,0,1,0,0,0
"K. L., 94952",0,0,1,0,0,0,0,0,0,0
"L. Z., 43064",0,0,1,0,0,0,0,1,0,0
"C. E., 10463",0,0,1,0,0,0,0,0,0,0
"K. R., 46901",0,0,1,1,0,0,0,0,0,1
"T. C., 53716",0,0,1,0,0,0,0,0,0,0
"T. B., 99610",0,0,1,0,0,0,0,0,0,0
"G. L., 11691",0,0,1,0,0,0,0,0,0,0
"P. E., 98117",0,0,1,0,0,0,0,0,0,0
"J. D., 93427",0,0,1,0,0,0,0,0,0,0
"T. C., 97206",0,0,1,0,0,0,0,0,0,0
"R. P., 49007",0,0,1,0,0,0,0,0,0,0
"L. G., 70118",0,0,1,0,0,0,0,0,0,0
"A. G., 92007",0,0,1,0,0,0,0,0,0,0
"T. S., 92551",0,0,1,1,0,1,0,0,0,0
"K. F., 40291",0,0,1,0,0,0,0,0,0,0
"P. K., 27573",0,0,1,0,0,0,0,0,0,0
"N. B., 94110",0,0,1,0,0,0,0,0,0,0
"J. G., 01420",0,0,1,0,0,0,0,0,0,0
"J. C., 97005",0,0,1,0,0,0,0,0,0,0
"M. O., 66206",0,0,1,0,0,0,0,0,0,0
"K. P., 53719",0,0,1,0,0,0,0,0,0,0
"F. M., 93933",0,0,1,0,0,0,0,0,0,0
"S. B., 72207",0,0,1,0,0,0,0,0,0,0
"M. Z., 34691",0,0,1,0,0,0,0,0,0,1
"J. L., 94534",0,0,1,0,0,0,0,0,0,0
"A. M., 65610",0,0,1,1,0,1,0,0,0,1
"J. K., 01002",0,0,1,0,0,0,0,0,0,0
"M. B., 83686",0,0,1,0,0,0,0,0,0,0
"D. W., 94513",0,0,1,0,0,0,0,0,0,1
"L. J., 62340",0,0,1,0,0,0,0,0,0,0
"R. M., 22172",0,0,1,0,0,0,0,0,0,0
"K. M., 80014",0,0,1,0,0,1,0,0,0,0
"Y. V., 07003",0,0,1,0,1,1,0,0,0,1
"C. P., 98393",0,0,1,0,0,0,0,0,0,0
"H. K., 10025",0,0,1,0,0,0,0,0,0,0
"K. B., 98405",0,0,1,0,0,1,0,0,0,1
"A. H., 90024",0,0,1,0,0,0,0,0,0,0
"J. M., 11706",0,0,1,0,0,0,0,0,0,1
"M. B., 98225",0,0,1,0,0,0,0,0,0,0
"J. D., 14619",0,0,1,0,0,0,0,0,0,0
"M. H., 44120",0,0,1,0,0,0,0,0,0,1
"C. W., 44481",0,0,1,0,0,0,0,0,0,0
"M. W., 20148",0,0,1,0,0,0,0,0,0,0
"C. P., 70633",0,0,1,0,0,0,0,0,0,0
"A. K., 97230",0,0,1,0,0,0,0,0,0,0
"D. P., 11730",0,0,1,0,0,0,0,0,0,0
"J. R., 12209",0,0,1,0,0,0,0,0,0,0
"R. H., 93117",0,0,1,0,0,0,0,0,0,0
"R. R., 87124",0,0,1,0,0,0,0,0,0,0
"R. H., 30269",0,0,1,1,0,0,0,0,0,0
"K. C., 55426",0,0,1,0,0,0,0,0,0,1
"V. A., 98536",0,0,1,0,0,0,0,0,0,0
"W. F., 93274",0,0,1,0,1,0,0,0,0,1
"A. C., 98103",0,0,1,0,0,0,0,0,0,0
"A. H., 98043",0,0,1,0,0,0,0,0,0,0
"N. A., 33703",0,0,1,0,0,0,1,0,0,0
"M. E., 20743",0,0,1,0,1,1,0,0,0,0
"C. S., 32224",0,0,1,0,0,0,0,0,0,0
"J. M., 82072",0,0,1,0,0,0,0,0,0,0
"C. M., 11237",0,0,1,0,0,0,0,0,0,0
"L. C., 80203",0,0,1,0,0,0,0,0,0,0
"D. C., 60611",0,0,1,0,0,0,0,0,0,0
"B. K., 33411",0,0,1,0,0,0,0,0,0,0
"S. K., 80120",0,0,1,0,0,0,0,0,0,0
"J. F., 92071",0,0,1,0,0,0,0,0,0,0
"J. G., 33772",0,0,1,0,0,0,0,0,0,0
"R. W., 13126",0,0,1,0,1,1,0,0,0,1
"M. T., 78232",0,0,1,0,1,0,0,0,0,0
"M. S., 84070",0,0,1,0,0,0,0,0,0,0
"L. R., 33181-2007",0,0,1,0,0,0,0,0,0,0
"E. V., 94110",0,0,1,0,0,0,0,0,0,0
"G. W., 48374",0,0,1,0,0,0,0,0,0,0
"D. R., 33139",0,0,1,0,0,0,0,0,0,0
"S. O., 03303",0,0,1,0,0,0,0,0,0,0
"C. A., 83651",0,0,1,0,0,0,0,0,0,0
"T. G., 34233",0,0,1,0,0,0,0,0,0,0
"N. J., 27539",0,0,1,1,0,1,0,0,0,1
"C. V., 11207",0,0,1,0,0,0,0,0,0,0
"J. M., 63088",0,0,1,0,0,0,0,0,0,0
"J. S., 90012",0,0,1,0,0,0,0,0,0,0
"C. B., 76301",0,0,1,0,0,0,0,0,0,0
"M. G., 92115",0,0,1,0,0,0,0,0,0,0
"S. M., 94578",0,0,1,0,0,0,0,0,0,0
"S. M., 32796",0,0,1,0,0,0,0,0,0,0
"S. E., 54241",0,0,1,0,0,0,0,0,0,0
"R. N., 98682",0,0,1,0,0,0,0,0,0,0
"D. B., 62946",0,0,1,0,0,0,0,0,0,0
"T. J., 92831",0,0,1,0,1,1,0,1,0,1
"H. S., 40206",0,0,1,0,0,0,0,0,0,0
"M. T., 95503",0,0,1,0,0,0,0,0,0,0
"D. S., 97543",0,0,1,0,0,0,0,0,0,0
"A. F., 07720",0,0,1,0,0,0,0,0,1,0
"K. W., 30137",0,0,1,0,0,0,0,0,0,0
"N. P., 45415",0,0,1,0,0,0,0,0,0,0
"E. J., 94102",0,0,1,0,0,0,0,0,0,0
"W. A., 48080",0,0,1,0,0,0,0,0,0,0
"S. A., 48198",0,0,1,0,0,1,0,0,0,1
"S. G., 85641",0,0,1,0,0,0,0,0,0,0
"B. M., 45202",0,0,1,0,0,0,0,0,0,1
"A. G., 10567",0,0,1,0,1,0,0,1,0,0
"A. W., 23608",0,0,1,0,0,0,0,0,0,0
"H. S., 95765",0,0,1,0,0,0,0,0,0,0
"E. M., 85323",0,0,1,0,0,0,0,0,0,0
"B. J., 45231",0,0,1,0,0,0,0,0,0,0
"M. I., 98011",0,0,1,0,1,1,0,0,0,1
"D. J., 64057",0,0,1,0,0,0,0,0,0,0
"M. R., 63112",0,0,1,0,0,1,0,0,0,1
"R. M., 83647",0,0,1,0,0,0,0,0,0,0
"S. G., 20009",0,0,1,0,0,0,0,0,0,0
"B. H., 55113",0,0,1,0,0,0,0,0,0,0
"Z. D., 99687",0,0,1,0,0,0,0,0,0,0
"D. B., 97103",0,0,1,0,0,0,0,0,0,0
"G. W., 28327",0,0,1,0,0,0,0,0,0,0
"M. N., 98406",0,0,1,0,0,0,0,0,0,0
"M. H., 81143-9711",0,0,1,0,1,0,0,0,0,0
"C. M., 34287",0,0,1,0,0,0,0,0,0,0
"S. S., 53022",0,0,1,0,0,0,0,0,0,0
"K. B., 97211",0,0,1,0,0,0,0,0,0,0
"M. P., 90066",0,0,1,0,0,0,0,0,0,0
"N. V., 97211",0,0,1,0,0,0,0,0,0,0
"D. L., 55765",0,0,1,0,0,0,0,0,0,0
"T. H., 70301",0,0,1,0,0,0,0,0,0,0
"M. P., 97420",0,0,1,0,0,0,0,0,0,0
"S. A., 04419",0,0,1,0,0,0,0,0,0,0
"J. J., 96914",0,0,1,0,1,1,0,0,0,1
"J. A., 85374",0,0,1,0,0,1,0,0,0,0
"D. V., 91706",0,0,1,0,0,1,0,1,0,0
"M. W., 95051",0,0,1,0,0,0,0,0,0,0
"D. L., 95035",0,0,0,1,0,0,0,0,0,0
"H. B., 91403",0,0,0,1,0,0,0,0,0,0
"J. G., 95060",0,0,0,1,0,0,0,0,0,0
"A. S., 10590",0,0,0,1,0,0,0,0,0,0
"M. W., 49058",0,0,0,1,0,0,0,0,0,1
"C. M., 90266",0,0,0,1,0,0,0,0,0,1
"L. I., 95472",0,0,0,1,0,0,0,0,0,0
"R. T., 33896",0,0,0,1,0,0,0,0,0,0
"A. T., 80302",0,0,0,1,0,0,0,0,0,0
"M. C., 16033",0,0,0,1,0,0,0,0,0,0
"D. M., 37042",0,0,0,1,0,0,0,0,0,0
"L. L., 40403",0,0,0,1,0,0,0,0,0,0
"M. G., 44039",0,0,0,1,0,0,0,0,0,0
"M. K., 12020",0,0,0,1,0,0,0,0,0,0
"R. S., 11720",0,0,0,1,0,0,0,0,0,0
"D. V., 04101",0,0,0,1,0,0,0,0,0,0
"N. P., 05444",0,0,0,1,0,0,0,0,0,0
"J. N., 95336",0,0,0,1,0,0,0,1,0,0
"C. H., 52722",0,0,0,1,0,0,0,0,0,0
"E. S., 65721",0,0,0,1,0,0,0,0,0,0
"B. C., 35235",0,0,0,1,0,0,0,0,0,0
"R. S., 96003",0,0,0,1,0,0,0,0,0,0
"M. M., 77042",0,0,0,1,0,0,0,0,0,0
"A. T., 95687",0,0,0,1,0,0,0,0,0,0
"R. R., 74112-2415",0,0,0,1,0,0,0,0,0,0
"D. H., 94577",0,0,0,1,0,0,0,0,0,1
